job desc ; T ; job val ; 0.000000 ; bearing target ; 0.000000 ; bearing now ; 0.000000
job desc ; T ; job val ; 0.000000 ; bearing target ; 0.000000 ; bearing now ; 0.000000
job desc ; F ; job val ; 1000.000000 ; bearing target ; 0.000000 ; bearing now ; 0.000000
enc_dist ; 45.104879 ; enc_theta ; -0.091555 ; imu_theta ; 0.000000 ; output_theta ; -0.091555
job desc ; F ; job val ; 1000.000000 ; bearing target ; 0.000000 ; bearing now ; 0.000000
enc_dist ; 45.104879 ; enc_theta ; -0.091555 ; imu_theta ; 0.000000 ; output_theta ; -0.091555
enc_dist ; 45.104879 ; enc_theta ; -0.091555 ; imu_theta ; 0.000000 ; output_theta ; -0.091555
enc_dist ; 45.104879 ; enc_theta ; -0.091555 ; imu_theta ; 0.000000 ; output_theta ; -0.091555
enc_dist ; 45.104879 ; enc_theta ; -0.091555 ; imu_theta ; 0.000000 ; output_theta ; -0.091555
enc_dist ; 45.104879 ; enc_theta ; -0.091555 ; imu_theta ; 0.000000 ; output_theta ; -0.091555
enc_dist ; 59.813402 ; enc_theta ; 0.070882 ; imu_theta ; 0.000000 ; output_theta ; 0.070882
enc_dist ; 59.813402 ; enc_theta ; 0.070882 ; imu_theta ; 0.000000 ; output_theta ; 0.070882
enc_dist ; 59.813402 ; enc_theta ; 0.070882 ; imu_theta ; 0.000000 ; output_theta ; 0.070882
enc_dist ; 59.813402 ; enc_theta ; 0.070882 ; imu_theta ; 0.000000 ; output_theta ; 0.070882
enc_dist ; 59.813402 ; enc_theta ; 0.070882 ; imu_theta ; 0.000000 ; output_theta ; 0.070882
enc_dist ; 59.813402 ; enc_theta ; 0.070882 ; imu_theta ; 0.000000 ; output_theta ; 0.070882
enc_dist ; 59.813402 ; enc_theta ; 0.070882 ; imu_theta ; 0.000000 ; output_theta ; 0.070882
enc_dist ; 59.813402 ; enc_theta ; 0.070882 ; imu_theta ; 0.000000 ; output_theta ; 0.070882
enc_dist ; 59.813402 ; enc_theta ; 0.070882 ; imu_theta ; 0.000000 ; output_theta ; 0.070882
enc_dist ; 59.813402 ; enc_theta ; 0.070882 ; imu_theta ; 0.000000 ; output_theta ; 0.070882
enc_dist ; 44.954216 ; enc_theta ; 0.067928 ; imu_theta ; 0.000000 ; output_theta ; 0.067928
enc_dist ; 44.954216 ; enc_theta ; 0.067928 ; imu_theta ; 0.000000 ; output_theta ; 0.067928
enc_dist ; 44.954216 ; enc_theta ; 0.067928 ; imu_theta ; 0.000000 ; output_theta ; 0.067928
distance completed ; 958.521060 ; robot direction ; 0.000000

